original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes
9328,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,733,v|agarra-3s&pret=grab,agarró +...%mor: v|agarra-3S&PRET=grab +...,%svd:,agarrar,0,1,3,s,pret,,,,
9329,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,737,.,e(s)te se (es)tá xxx .%mor: det:dem|este=this pro:refl|se=itself cop|esta-3S&PRES=be .,%mor:,0,,,0,0,0,,,,
9330,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,739,.,y sa [: se] jueron [: fueron] chu [: su] casa .%mor: coord|y=and pro:refl|se=itself v|i-3P&PRET=go det:poss|su&3S=his n|casa&f=house .,%mor:,0,,,0,0,0,,,,
9331,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,739,v|i-3P&PRET=go,y sa [: se] jueron [: fueron] chu [: su] casa .%mor: coord|y=and pro:refl|se=itself v|i-3P&PRET=go det:poss|su&3S=his n|casa&f=house .,%svd:,ir,0,1,3,P,PRET,,,,
9333,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,746,.,en el auto .%mor: prep|en=in det:art|el&m&SG=the n|auto&m=judicial_decree .,%mor:,0,,,0,0,0,,,,
9334,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,748,.,"sí, en el auto .%mor: co|sí=yes cm|cm prep|en=in det:art|el&m&SG=the n|auto&m=judicial_decree .",%mor:,0,,,0,0,0,,,,
9335,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,753,v|enoja-3s&pret=annoy,se enojó !%mor: pro:refl|se=itself v|enoja-3S&PRET=annoy !,%mor:,0,,,0,0,0,,,,
9336,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,753,v|enoja-3s&pret=annoy,se enojó !%mor: pro:refl|se=itself v|enoja-3S&PRET=annoy !,%svd:,enojar,0,1,3,s,pret,,,,
9337,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,755,v|i-3s&pret=go,y se jue [: fue] en su pieza +...%mor: coord|y=and pro:refl|se=itself v|i-3S&PRET=go prep|en=in det:poss|su&3S=his n|pieza&f=piece +...,%mor:,0,,,0,0,0,,,,
9338,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,755,v|i-3s&pret=go,y se jue [: fue] en su pieza +...%mor: coord|y=and pro:refl|se=itself v|i-3S&PRET=go prep|en=in det:poss|su&3S=his n|pieza&f=piece +...,%svd:,ir,0,1,3,s,pret,,same?,,unclear reference
9339,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,758,v|deci-3s&pret=say,el señor qué le dijo ?%mor: det:art|el&m&SG=the co:voc|señor=sir pro:int|qué=what pro:ind|le=him v|deci-3S&PRET=say ?,%mor:,0,,,0,0,0,,,,
9340,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,758,v|deci-3s&pret=say,el señor qué le dijo ?%mor: det:art|el&m&SG=the co:voc|señor=sir pro:int|qué=what pro:ind|le=him v|deci-3S&PRET=say ?,%svd:,decir,DP-def,1,3,s,pret,,,,
9341,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,763,v|reta-3s&pret=scold,le retó +...%mor: pro:ind|le=him v|reta-3S&PRET=scold +...,%mor:,0,,,0,0,0,,,,
9342,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,763,v|reta-3s&pret=scold,le retó +...%mor: pro:ind|le=him v|reta-3S&PRET=scold +...,%svd:,retar,0,1,3,s,pret,,same,,
9343,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,767,.,&unjú .,%mor:,0,,,0,0,0,,,,
9344,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,768,v|deci-3s&pres=say,"y el, y el nene qué dice ?%mor: coord|y=and det:art|el&m&SG=the cm|cm coord|y=and det:art|el&m&SG=the co:voc|nene=baby pro:int|qué=what v|deci-3S&PRES=say ?",%mor:,0,,,0,0,0,,,,
9345,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,768,v|deci-3s&pres=say,"y el, y el nene qué dice ?%mor: coord|y=and det:art|el&m&SG=the cm|cm coord|y=and det:art|el&m&SG=the co:voc|nene=baby pro:int|qué=what v|deci-3S&PRES=say ?",%svd:,decir,DP-def,1,3,s,pres,,switch,,
9346,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,772,v|agarra-3s&pret=grab,agarró +...%mor: v|agarra-3S&PRET=grab +...,%mor:,0,,,0,0,0,,,,
9347,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,772,v|agarra-3s&pret=grab,agarró +...%mor: v|agarra-3S&PRET=grab +...,%svd:,agarrar,0,1,3,s,pret,,same,,
9348,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,774,v|i-3s&pret=go,"+< &aaahhjj, se fue en su pieza +...%mor: cm|cm pro:refl|se=itself v|i-3S&PRET=go prep|en=in det:poss|su&3S=his n|pieza&f=piece +...",%mor:,0,,,0,0,0,,,,
9349,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,774,v|i-3s&pret=go,"+< &aaahhjj, se fue en su pieza +...%mor: cm|cm pro:refl|se=itself v|i-3S&PRET=go prep|en=in det:poss|su&3S=his n|pieza&f=piece +...",%svd:,ir,0,1,3,s,pret,,,,
9350,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,777,.,en su sapo y se fue en su pieza .%mor: prep|en=in det:poss|su&3S=his n|sapo&m=toad coord|y=and pro:refl|se=itself v|i-3S&PRET=go prep|en=in det:poss|su&3S=his n|pieza&f=piece .,%mor:,0,,,0,0,0,,,,
9351,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,777,v|i-3s&pret=go,en su sapo y se fue en su pieza .%mor: prep|en=in det:poss|su&3S=his n|sapo&m=toad coord|y=and pro:refl|se=itself v|i-3S&PRET=go prep|en=in det:poss|su&3S=his n|pieza&f=piece .,%svd:,ir,0,1,3,s,pret,,same,,
9352,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,781,.,&unjú .,%mor:,0,,,0,0,0,,,,
9353,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,782,.,"laspué [: después] se diedon [: rieron] y &sem, se diedon [: rieron] y domiedon [: durmieron] .%mor: adv|después=after pro:refl|se=itself v|reí-3P&PRET=laugh coord|y=and cm|cm pro:refl|se=itself v|reí-3P&PRET=laugh coord|y=and v|dormi-3P&PRET=sleep .",%mor:,0,,,0,0,0,,,,
9354,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,782,v|reí-3p&pret=laugh,"laspué [: después] se diedon [: rieron] y &sem, se diedon [: rieron] y domiedon [: durmieron] .%mor: adv|después=after pro:refl|se=itself v|reí-3P&PRET=laugh coord|y=and cm|cm pro:refl|se=itself v|reí-3P&PRET=laugh coord|y=and v|dormi-3P&PRET=sleep .",%svd:,reír,na,na,na,na,na,na,na,na,false start
9355,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,782,v|reí-3p&pret=laugh,"laspué [: después] se diedon [: rieron] y &sem, se diedon [: rieron] y domiedon [: durmieron] .%mor: adv|después=after pro:refl|se=itself v|reí-3P&PRET=laugh coord|y=and cm|cm pro:refl|se=itself v|reí-3P&PRET=laugh coord|y=and v|dormi-3P&PRET=sleep .",%svd:,reír,0,1,3,p,pret,,switch,,
9356,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,782,v|dormi-3p&pret=sleep,"laspué [: después] se diedon [: rieron] y &sem, se diedon [: rieron] y domiedon [: durmieron] .%mor: adv|después=after pro:refl|se=itself v|reí-3P&PRET=laugh coord|y=and cm|cm pro:refl|se=itself v|reí-3P&PRET=laugh coord|y=and v|dormi-3P&PRET=sleep .",%svd:,dormir,0,1,3,p,pret,same,same,,
9357,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,787,aux|habe-3s&pres=have,"colorín colorado, este cuento se ha acabado !%mor: n|color&m-AUG=hue part|colora-PPART-m=color cm|cm det:dem|este=this n|cuento&m=story pro:refl|se=itself aux|habe-3S&PRES=have part|acaba-PPART-m=finish !",%mor:,0,,,0,0,0,,,,
9358,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,787,aux|habe-3s&pres=have,"colorín colorado, este cuento se ha acabado !%mor: n|color&m-AUG=hue part|colora-PPART-m=color cm|cm det:dem|este=this n|cuento&m=story pro:refl|se=itself aux|habe-3S&PRES=have part|acaba-PPART-m=finish !",%svd:,haber,na,na,na,na,na,na,na,na,frozen
9359,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,793,.,"no lo dijiste bien, este cuento se ha acabado .%mor: adv|no=no pro:obj|lo&m=him v|deci-2S&PRET=say adv|bien=well cm|cm det:dem|este=this n|cuento&m=story pro:refl|se=itself aux|habe-3S&PRES=have part|acaba-PPART-m=finish .",%mor:,0,,,0,0,0,,,,
9360,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,793,v|deci-2s&pret=say,"no lo dijiste bien, este cuento se ha acabado .%mor: adv|no=no pro:obj|lo&m=him v|deci-2S&PRET=say adv|bien=well cm|cm det:dem|este=this n|cuento&m=story pro:refl|se=itself aux|habe-3S&PRES=have part|acaba-PPART-m=finish .",%svd:,decir,0,1,2,s,pret,,,,
9361,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,793,aux|habe-3s&pres=have,"no lo dijiste bien, este cuento se ha acabado .%mor: adv|no=no pro:obj|lo&m=him v|deci-2S&PRET=say adv|bien=well cm|cm det:dem|este=this n|cuento&m=story pro:refl|se=itself aux|habe-3S&PRES=have part|acaba-PPART-m=finish .",%svd:,haber,na,na,na,na,na,na,na,na,frozen
9362,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,797,cop|esta-3s&pres=be,"sí, pero ese ya está !%mor: co|sí=yes cm|cm conj|pero=but det:dem|ese=that adv|ya=already cop|esta-3S&PRES=be !",%mor:,0,,,0,0,0,,,,
9363,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,797,cop|esta-3s&pres=be,"sí, pero ese ya está !%mor: co|sí=yes cm|cm conj|pero=but det:dem|ese=that adv|ya=already cop|esta-3S&PRES=be !",%svd:,estar,DP-dem,0,3,s,pres,,,,
9364,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,800,.,ese que e(s) así .%mor: det:dem|ese=that conj|que=that cop|se-3S&PRES=be adv|así=thus .,%mor:,0,,,0,0,0,,,,
9365,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,800,cop|se-3s&pres=be,ese que e(s) así .%mor: det:dem|ese=that conj|que=that cop|se-3S&PRES=be adv|así=thus .,%svd:,ser,na,na,na,na,na,na,na,na,relative clause
9366,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,802,v|tene-2s&pres=have,"lo tenés que contar bien la próxima, sí ?%mor: pro:obj|lo&m=him v|tene-2S&PRES=have pro:rel|que=that inf|conta-INF=count_tell adv|bien=well det:art|el&f&SG=the adj|próximo-f=nearby cm|cm co|sí=yes ?",%mor:,0,,,0,0,0,,,,
9367,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,802,v|tene-2s&pres=have,"lo tenés que contar bien la próxima, sí ?%mor: pro:obj|lo&m=him v|tene-2S&PRES=have pro:rel|que=that inf|conta-INF=count_tell adv|bien=well det:art|el&f&SG=the adj|próximo-f=nearby cm|cm co|sí=yes ?",%svd:,tener,0,1,2,s,pres,,,,
9368,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,806,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,
9369,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,808,.,ahora voa [: voy] a bu(s)ca(r) la masa .%mor: adv|ahora=now v|i-1S&PRES=go aprep|a=to inf|busca-INF=search det:art|el&f&SG=the n|masa&f=masa .,%mor:,0,,,0,0,0,,,,
9370,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,808,v|i-1s&pres=go,ahora voa [: voy] a bu(s)ca(r) la masa .%mor: adv|ahora=now v|i-1S&PRES=go aprep|a=to inf|busca-INF=search det:art|el&f&SG=the n|masa&f=masa .,%svd:,ir,0,1,1,s,pres,,,,
9371,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,811,.,xxx .,%mor:,0,,,0,0,0,,,,
9372,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,812,v|tene-1p&pres=have,"&ahhhj, dos masas tenemos !%mor: cm|cm det:num|dos=two n|masa&f-PL=masa v|tene-1P&PRES=have !",%mor:,0,,,0,0,0,,,,
9373,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,812,v|tene-1p&pres=have,"&ahhhj, dos masas tenemos !%mor: cm|cm det:num|dos=two n|masa&f-PL=masa v|tene-1P&PRES=have !",%svd:,tener,0,1,1,p,pres,,switch,,
9374,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,816,.,que se xxx .%mor: pro:rel|que=that pro:refl|se=itself .,%mor:,0,,,0,0,0,,,,
9375,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,818,.,"pero, el que tenés en casa ya no sirve má(s), me parece .%mor: conj|pero=but cm|cm det:art|el&m&SG=the pro:rel|que=that v|tene-2S&PRES=have prep|en=in n|casa&f=house adv|ya=already adv|no=no v|servi-3S&PRES=serve adv|más=more cm|cm pro:obj|me=me v|parece-3S&PRES=seem .",%mor:,0,,,0,0,0,,,,
9376,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,818,v|tene-2s&pres=have,"pero, el que tenés en casa ya no sirve má(s), me parece .%mor: conj|pero=but cm|cm det:art|el&m&SG=the pro:rel|que=that v|tene-2S&PRES=have prep|en=in n|casa&f=house adv|ya=already adv|no=no v|servi-3S&PRES=serve adv|más=more cm|cm pro:obj|me=me v|parece-3S&PRES=seem .",%svd:,tener,0,1,2,s,pres,,,,
9377,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,818,v|servi-3s&pres=serve,"pero, el que tenés en casa ya no sirve má(s), me parece .%mor: conj|pero=but cm|cm det:art|el&m&SG=the pro:rel|que=that v|tene-2S&PRES=have prep|en=in n|casa&f=house adv|ya=already adv|no=no v|servi-3S&PRES=serve adv|más=more cm|cm pro:obj|me=me v|parece-3S&PRES=seem .",%svd:,servir,DP-def,0,3,s,pres,,,,
9378,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,818,v|parece-3s&pres=seem,"pero, el que tenés en casa ya no sirve má(s), me parece .%mor: conj|pero=but cm|cm det:art|el&m&SG=the pro:rel|que=that v|tene-2S&PRES=have prep|en=in n|casa&f=house adv|ya=already adv|no=no v|servi-3S&PRES=serve adv|más=more cm|cm pro:obj|me=me v|parece-3S&PRES=seem .",%svd:,parecer,na,na,na,na,na,na,na,na,clausal referent
9379,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,823,.,+< esta es la xxx .%mor: det:dem|este-f=this cop|se-3S&PRES=be det:art|el&f&SG=the .,%mor:,0,,,0,0,0,,,,
9380,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,823,cop|se-3s&pres=be,+< esta es la xxx .%mor: det:dem|este-f=this cop|se-3S&PRES=be det:art|el&f&SG=the .,%svd:,ser,DP-dem,0,3,s,pres,,,,
9381,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,825,.,porque no es igual que e(s)te .%mor: conj|porque=because adv|no=no cop|se-3S&PRES=be co|igual=equal pro:rel|que=that cop|esta-13S&SUB&PRES=be .,%mor:,0,,,0,0,0,,,,
9382,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,825,cop|se-3s&pres=be,porque no es igual que e(s)te .%mor: conj|porque=because adv|no=no cop|se-3S&PRES=be co|igual=equal pro:rel|que=that cop|esta-13S&SUB&PRES=be .,%svd:,ser,0,0,3,s,pres,,,,
9383,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,825,cop|esta-13s&sub&pres=be,porque no es igual que e(s)te .%mor: conj|porque=because adv|no=no cop|se-3S&PRES=be co|igual=equal pro:rel|que=that cop|esta-13S&SUB&PRES=be .,%svd:,estar,na,na,na,na,na,na,na,na,tag error
9384,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,832,v|parece-3s&pres=seem,me parece que +...%mor: pro:obj|me=me v|parece-3S&PRES=seem prep|que=than +...,%mor:,0,,,0,0,0,,,,
9385,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,832,v|parece-3s&pres=seem,me parece que +...%mor: pro:obj|me=me v|parece-3S&PRES=seem prep|que=than +...,%svd:,parecer,na,na,na,na,na,na,na,na,gustar-type verb
9386,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,834,v|deci-1s&pret=say,yo te dije que tenés que guardar en un +...%mor: pro:sub|yo=I pro:obj|te=you v|deci-1S&PRET=say pro:rel|que=that v|tene-2S&PRES=have pro:rel|que=that inf|guarda-INF=guard prep|en=in det:art|un&m=one +...,%mor:,0,,,0,0,0,,,,
9387,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,834,v|deci-1s&pret=say,yo te dije que tenés que guardar en un +...%mor: pro:sub|yo=I pro:obj|te=you v|deci-1S&PRET=say pro:rel|que=that v|tene-2S&PRES=have pro:rel|que=that inf|guarda-INF=guard prep|en=in det:art|un&m=one +...,%svd:,decir,1,1,1,s,pret,,switch,,
9388,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,834,v|tene-2s&pres=have,yo te dije que tenés que guardar en un +...%mor: pro:sub|yo=I pro:obj|te=you v|deci-1S&PRET=say pro:rel|que=that v|tene-2S&PRES=have pro:rel|que=that inf|guarda-INF=guard prep|en=in det:art|un&m=one +...,%svd:,tener,0,1,2,s,pres,switch,switch,,
9389,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,838,cop|se-13s&pas=be,"&eeeh, cómo era ?%mor: cm|cm pro:int|cómo=how cop|se-13S&PAS=be ?",%mor:,0,,,0,0,0,,,,
9390,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,838,cop|se-13s&pas=be,"&eeeh, cómo era ?%mor: cm|cm pro:int|cómo=how cop|se-13S&PAS=be ?",%svd:,ser,0,0,3,s,pas,,,,
9391,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,840,.,en un plástico .%mor: prep|en=in det:art|un&m=one n|plástico&m=plastic .,%mor:,0,,,0,0,0,,,,
9392,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,842,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,
9393,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,844,.,y taparlo .%mor: coord|y=and inf|tapa-INF~pro:clit|OBJ&m=cover .,%mor:,0,,,0,0,0,,,,
9394,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,846,.,&unjú .,%mor:,0,,,0,0,0,,,,
9395,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,847,aux|habe-3s&pres=have,"y a este, colodín [: colorín] colodado [: colorado], este cuento se ha acabado !%mor: coord|y=and aprep|a=to det:dem|este=this cm|cm n|color&m-AUG=hue part|colora-PPART-m=color cm|cm det:dem|este=this n|cuento&m=story pro:refl|se=itself aux|habe-3S&PRES=have part|acaba-PPART-m=finish !",%mor:,0,,,0,0,0,,,,
9396,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,847,aux|habe-3s&pres=have,"y a este, colodín [: colorín] colodado [: colorado], este cuento se ha acabado !%mor: coord|y=and aprep|a=to det:dem|este=this cm|cm n|color&m-AUG=hue part|colora-PPART-m=color cm|cm det:dem|este=this n|cuento&m=story pro:refl|se=itself aux|habe-3S&PRES=have part|acaba-PPART-m=finish !",%svd:,haber,na,na,na,na,na,na,na,na,frozen
9397,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,852,.,&unjú .,%mor:,0,,,0,0,0,,,,
9398,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,853,cop|se-3s&pres=be,"&iiiihjj, y este es plastilina !%mor: cm|cm coord|y=and det:dem|este=this cop|se-3S&PRES=be n|plastilina&f=plasticine !",%mor:,0,,,0,0,0,,,,
9399,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,853,cop|se-3s&pres=be,"&iiiihjj, y este es plastilina !%mor: cm|cm coord|y=and det:dem|este=this cop|se-3S&PRES=be n|plastilina&f=plasticine !",%svd:,ser,DP-dem,0,3,s,pres,,,,
9400,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,858,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,
9401,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,860,.,plastalina [: plastilina] .%mor: n|plastilina&f=plasticine .,%mor:,0,,,0,0,0,,,,
9402,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,CHI,4;3.18,female,.,.,Target_Child,.,.,862,.,plastalina [: plastilina] .%mor: n|plastilina&f=plasticine .,%mor:,0,,,0,0,0,,,,
9403,AG-YMLG-2018-08-23-esp-cuentoninpad-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,864,v|i-2s&pres=go,y qué vas a hacerle de la plastilina ?%mor: coord|y=and pro:int|qué=what v|i-2S&PRES=go aprep|a=to inf|hace-INF~pro:clit|3S=do prep|de=of det:art|el&f&SG=the n|plastilina&f=plasticine ?,%mor:,0,,,0,0,0,,,,
